SMILES
O=c1ccc2nc3ccc(O)cc3oc-2c1
C#COc1ccc2nc3ccc(=O)cc-3oc2c1
O=c1ccc2nc3ccc(OCCF)cc3oc-2c1
O=c1ccc2nc3ccc(OCc4cn(CCF)nn4)cc3oc-2c1
COc1cccc(COc2ccc3nc4ccc(=O)cc-4oc3c2)c1
O=c1ccc2nc3ccc(OCCBr)cc3oc-2c1
O=c1ccc2nc3ccc(OCc4ccc(I)cc4)cc3oc-2c1
CCOC(=O)N1CCC(c2ccccc2OC)(S(=O)(=O)c2ccc(Cl)cc2)CC1
CCOC(=O)N1CCC(c2ccccc2)(S(=O)(=O)c2ccc(Cl)cc2)CC1
CCOC(=O)N1CCC(c2ccccc2)(S(=O)(=O)c2ccc(OC)cc2)CC1
CCCNC(=O)OC[C@@H](C)N(c1cc(Cl)ccc1CO)S(=O)(=O)c1ccc(Cl)cc1
CCOC(=O)N1CCC(c2ccccc2C)(S(=O)(=O)c2ccc(OC)cc2)CC1
CCOC(=O)N1CCC(c2ccccc2C)(S(=O)(=O)c2ccc(Cl)cc2)CC1
CCOC(=O)N1CCC(c2ccccc2OC)(S(=O)(=O)c2ccc(OC)cc2)CC1
CCOC(=O)N1CCC(c2ccccc2C)(S(=O)(=O)c2ccccc2)CC1
CCOC(=O)N1CCC(c2ccccc2OC)(S(=O)(=O)c2ccccc2)CC1
Cc1ccoc1C(=O)Nc1cccc(C2(C3CCCCC3)N=C(N)N(C)C2=O)c1
NC1=NC(c2ccccc2)(c2ccccc2)C2=NCCCN12
CN1C(=O)C(c2ccccc2)(c2ccccc2)N=C1N
CN1C(=O)C(c2ccccc2)(C2CCCCC2)N=C1N
CN1C(=O)C(C2CCCCC2)(C2CCCCC2)N=C1N
Nc1nc(Cn2c(-c3ccc(Oc4cncnc4)cc3)ccc2-c2ccccc2Cl)ccc1NCCO
Nc1nc(Cn2c(-c3ccc(Oc4cncnc4)cc3)ccc2-c2ccccc2Cl)ccc1OCCO
CCCCCOc1ccc(-c2ccc(-c3ccccc3Cl)n2Cc2ccc(NCCO)c(N)n2)cc1
CCCCCOc1ccc(-c2ccc(-c3ccccc3Cl)n2Cc2ccc(OCCO)c(N)n2)cc1
Nc1cccc(Cn2c(-c3ccc(Nc4cncnc4)cc3)ccc2-c2ccccc2Cl)n1
Nc1cccc(Cn2c(-c3ccc(Oc4cccs4)cc3)ccc2-c2ccccc2Cl)n1
Nc1cccc(Cn2c(-c3ccc(Oc4cnccn4)cc3)ccc2-c2ccccc2Cl)n1
Nc1cccc(Cn2c(-c3ccc(Oc4cncnc4)cc3)ccc2-c2ccccc2Cl)n1
Nc1cccc(Cn2c(-c3ccc(Oc4ccncc4)cc3)ccc2-c2ccccc2Cl)n1
Nc1cccc(Cn2c(-c3ccc(Oc4ccccc4)cc3)ccc2-c2ccccc2Cl)n1
C=CCNC(=O)c1ccc(-c2ccc(-c3ccccc3)n2Cc2cccc(N)n2)cc1
N#CCCCOc1ccc(-c2ccc(-c3ccccc3Cl)n2Cc2cccc(N)n2)cc1
CCCCCOc1ccc(-c2ccc(-c3ccccc3Cl)n2Cc2cccc(N)n2)cc1
COc1ccc(-c2ccc(-c3ccccc3Cl)n2Cc2cccc(N)n2)cc1
Nc1cccc(Cn2c(-c3ccccc3)ccc2-c2ccccc2)n1
O=C(/C=C/c1ccc(O)c(O)c1)OCCCCCO
O=C(CCc1ccccc1)OCCc1ccccc1
COc1ccc(CCOC(=O)CCc2ccccc2)cc1OC
CCCCCCC(=O)/C=C/c1ccc(O)c(O)c1
CCCCCOC(=O)/C=C/c1ccc(O)c(O)c1
O=C(CCc1ccc(O)c(O)c1)OCCc1ccc(O)c(O)c1
COc1ccc(CCOC(=O)/C=C/c2ccc(O)c(O)c2)cc1OC
Cc1cc(C#N)cnc1C(=O)Nc1ccc(F)c([C@@]2(C)N=C(N)OCC2(F)F)n1
CC1(C)OC(N)=N[C@](C)(c2nc(NC(=O)c3ncc(C#N)cc3Cl)ccc2F)C1(F)F
COc1cc(/C=c2\sc3nc(-c4ccc(Cl)cc4)cn3c2=O)cc(OC)c1O
CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3ccc(F)c(C#N)c3)cc1C21N=C(C)C(N)=N1
CO[C@H]1CC[C@]2(CC1)Cc1ccc(C#CC(C)(C)C)cc1C21N=C(C)C(N)=N1
Cc1ccc(S(=O)(=O)CN2C(c3cccc(F)c3)CCC[C@@H]2C2(OC(=O)NN3CCC(N(CCO)CCO)CC3)CC2)cc1F
O=C(NN1CCN(C2CCCCC2)CC1)OC1([C@H]2CCCC(c3cccc(F)c3)N2CS(=O)(=O)c2ccc(F)c(F)c2)CC1
CC#Cc1cncc(-c2ccc3c(c2)C2(N=C(C)C(N)=N2)C2(CCC(F)(F)CC2)C3)c1
CO[C@H]1CC[C@]2(CC1)Cc1cc(F)c(-c3cc(F)cc(C#N)c3)cc1[C@@]21N=C(C)C(N)=N1
CCC1=N[C@@]2(N=C1N)c1cc(-c3cccc(C#N)c3)ccc1C[C@]21CC[C@@H](OC)CC1
Cc1ccc(S(=O)(=O)CN2C(c3cccc(F)c3)CCC[C@@H]2C2(OC(=O)NN3CCC(N4CCCC4)CC3)CC2)cc1F
CC[C@@H]1CCC[C@H](C2(OC(=O)N3CC4CCC(C3)N4CCO)CC2)N1S(=O)(=O)c1ccc(Cl)cc1
CCO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cc(C#N)cc(C(F)F)c3)cc1C21N=C(C)C(N)=N1
CC1=NC2(N=C1N)c1cc(-c3cncc(C(F)(F)F)c3)ccc1C[C@]21CC[C@@H](OC(F)F)CC1
O=S(=O)(N[C@@H]1CC[C@@]2(S(=O)(=O)c3ccc(Cl)cc3)c3c(F)ccc(F)c3OC[C@H]2C1)C1CC1
C[C@]1(c2nc(NC(=O)c3ncc(C#N)cc3Cl)ccc2F)N=C(N)OCC1(F)F
Cn1ccc2cc(-c3nc4ccc(F)nc4o3)ccc21
O=C(NN1CCC(N(CCO)CCO)CC1)OC1([C@H]2CCCC(c3cccc(F)c3)N2CS(=O)(=O)c2cccc(F)c2)CC1
CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(C(C)(C)CO)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1
CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC3CC(F)(F)C3)cc1C21N=C(C)C(N)=N1
C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)Cn2cc(C#N)nc2C(N)=N1
CO[C@H]1CC[C@]2(CC1)Cc1ccc(NC(=O)c3ccc(C(F)(F)F)cn3)cc1C21N=C(C)C(N)=N1
CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cc(Cl)cnc3C)cc1C21N=C(C)C(N)=N1
CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cnc(C)c(Cl)c3)cc1C21N=C(C)C(N)=N1
CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(CCO)(OC)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1
C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1
C[C@@]1(c2cc(NC(=O)c3ncc(OC(F)F)cc3Cl)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1
CO[C@H]1CC[C@]2(CC1)Cc1ccc(NC(=O)c3ncc(Cl)cc3Cl)cc1C21N=C(C)C(N)=N1
CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(C(C)(C)CO)CC3)CC2)N1S(=O)(=O)c1ccc(F)c(F)c1
CC1=NC2(N=C1N)c1cc(-c3cc(F)cc(C#N)c3)ccc1C[C@]21CC[C@@H](OC(F)F)CC1
O=C(NN1CCN(CCO)CC1)OC1([C@H]2CCCC(c3cccc(F)c3)N2CS(=O)(=O)c2ccc(F)c(F)c2)CC1
CCS(=O)(=O)CC[C@@H]1CCC[C@@]2(S(=O)(=O)c3ccc(Cl)cc3)c3c(F)ccc(F)c3OC[C@@H]12
CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(CCO)[C@@H](C)C3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1
CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(C(C)(C)CO)CC3)CC2)N1S(=O)(=O)c1ccc(F)cc1
CC1=N[C@]2(C[C@H]([C@@H]3CCCOC3)Oc3ccc(-c4cccc(Cl)c4)cc32)N=C1N
CC1=NC2(CC(C3CCOC(C)(C)C3)Oc3ccc(Br)cc32)N=C1N
CCC1=NC2(N=C1N)c1cc(-c3cncc(C#N)c3)ccc1C[C@]21CC[C@@H](OC)CC1
CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3ccc4[nH]cc(C)c4c3)cc1C21N=C(C)C(N)=N1
C[C@@]1(c2nc(NC(=O)c3ncc(Cl)cc3Cl)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1
O=S(=O)(CC[C@@H]1OCC[C@@]2(S(=O)(=O)c3ccc(Cl)cc3)c3c(F)ccc(F)c3OCC12)c1ccnnc1
CC1=NC2(N=C1N)c1cc(-c3cncc(Cl)c3)ccc1CCC21CC1
Cn1ccc2cc(-c3nc4ccc(F)nc4o3)cnc21
[C-]#[N+]c1cc(Cl)cc(-c2cc3c(cc2C)C[C@]2(CC[C@@H](OC)CC2)C32N=C(C)C(N)=N2)c1
C[C@]1(c2nc(NC(=O)c3ncc(Cl)cc3Cl)ccc2F)N=C(N)OCC1(F)F
CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(CCO)C[C@@H]3C)CC2)N1S(=O)(=O)c1ccc(Cl)cc1
CC(C)(CO)N1CCN(C(=O)OC2([C@H]3CCC[C@@H](C4CC4)N3S(=O)(=O)c3ccc(Cl)cc3)CC2)CC1
CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(CCO)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1
Nc1c2c(nc3ccccc13)CCCC2
CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cnc4[nH]cc(C)c4c3)cc1C21N=C(C)C(N)=N1
O=S(=O)(CC[C@@H]1OCC[C@@]2(S(=O)(=O)c3ccc(Cl)cc3)c3c(F)ccc(F)c3OCC12)c1cncnc1
C[C@]1(c2nc(NC(=O)c3nn(C(F)F)cc3Cl)ccc2F)N=C(N)OCC1(F)F
CCC1=NC2(N=C1N)c1cc(-c3cccc(C#N)c3)ccc1C[C@]21CC[C@@H](OC)CC1
COCc1cccc(-c2ccc3c(c2)C2(N=C(C)C(N)=N2)[C@]2(CC[C@H](OC)CC2)C3)c1
CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3ccccc3)cc1[C@@]21N=C(C)C(N)=N1
C[C@@]1(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)Cn2c(C#N)cnc2C(N)=N1
